uf50-0672 215 0
uf50-0672 216 0
uf50-0672 215 0
uf50-0672 215 0
uf50-0672 216 0
uf50-0672 216 0
uf50-0672 216 0
uf50-0672 217 0
uf50-0672 217 0
uf50-0672 216 0
uf50-0672 214 0
uf50-0672 216 0
uf50-0672 217 0
uf50-0672 217 0
uf50-0672 214 0
uf50-0672 216 0
uf50-0672 214 0
uf50-0672 213 0
uf50-0672 215 0
uf50-0672 216 0
uf50-0672 216 0
uf50-0672 217 0
uf50-0672 216 0
uf50-0672 216 0
uf50-0672 216 0
uf50-0672 215 0
uf50-0672 216 0
uf50-0672 216 0
uf50-0672 216 0
uf50-0672 216 0
uf50-0672 216 0
uf50-0672 216 0
uf50-0672 217 0
uf50-0672 217 0
uf50-0672 215 0
uf50-0672 215 0
uf50-0672 216 0
uf50-0672 216 0
uf50-0672 216 0
uf50-0672 216 0
uf50-0672 216 0
uf50-0672 217 0
uf50-0672 216 0
uf50-0672 216 0
uf50-0672 214 0
uf50-0672 216 0
uf50-0672 217 0
uf50-0672 216 0
uf50-0672 216 0
uf50-0672 214 0
